Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned,Year
Nadezhda Grigoreva,F,SBD,Raw,22.5,20-23,19-23,Open,51.25,52,75,85,92.5,NA,92.5,57.5,62.5,65,NA,65,75,-85,85,NA,85,242.5,2,298.6,305.71,271.14,62.01,Yes,Russia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Livia Nuzzo,F,SBD,Raw,21.5,20-23,19-23,Open,56.55,57,100,105,107.5,NA,107.5,55,60,-62.5,NA,60,135,145,147.5,NA,147.5,315,5,362.78,367.8,325.27,74.33,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Vladimir Plekhov,M,SBD,Raw,23.5,24-34,24-39,Open,58.5,59,155,160,165,NA,165,102.5,107.5,-110,NA,107.5,-195,195,200,NA,200,472.5,1,407.3,412.53,403.42,78.54,Yes,Russia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Mateusz Lorek,M,SBD,Raw,22.5,20-23,19-23,Open,58.85,59,150,160,-167.5,NA,160,82.5,87.5,90,NA,90,180,187.5,197.5,NA,197.5,447.5,2,383.82,388.53,379.82,74.15,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Agata Kaliciak,F,SBD,Raw,23.5,24-34,24-39,Open,90.5,84+,135,-142.5,142.5,NA,142.5,82.5,-87.5,-87.5,NA,82.5,150,-162.5,NA,NA,150,375,1,333.51,323.29,280.86,68.93,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Ramunė Vainauskytė,F,SBD,Raw,20,20-23,19-23,Open,61.85,63,160,167.5,175,NA,175,90,95,-100,NA,95,-187.5,187.5,197.5,NA,197.5,467.5,1,508.51,509.16,449.7,103.52,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Michał Jasak,M,SBD,Raw,23.5,24-34,24-39,Open,64.8,66,175,-187.5,-190,NA,175,125,130,-135,NA,130,225,252.5,-260,NA,252.5,557.5,1,442.86,444.47,432.28,87.75,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Nahel Baali,M,SBD,Raw,20,20-23,19-23,Open,82,83,-220,220,-230,NA,220,160,165,-167.5,NA,165,262.5,277.5,-295,NA,277.5,662.5,3,450.33,445.44,428.72,92.27,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Eimantas Rimša,M,SBD,Raw,23.5,24-34,24-39,Open,97.35,105,192.5,200,-205,NA,200,152.5,-162.5,-162.5,NA,152.5,190,200,212.5,NA,212.5,565,6,351.91,347.69,332.27,72.3,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Aistė Motiečė,F,SBD,Raw,24.5,24-34,24-39,Open,55.4,57,70,82.5,-90,NA,82.5,42.5,50,-52.5,NA,50,120,130,-135,NA,130,262.5,6,306.45,311.48,275.58,62.93,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Gabrielė Butautaitė,F,SBD,Raw,23,20-23,19-23,Open,66.7,69,120,-130,-135,NA,120,70,-75,-75,NA,70,130,140,152.5,NA,152.5,342.5,4,356.05,352.58,311.09,72.35,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Rokas Burba,M,SBD,Raw,20,20-23,19-23,Open,73.95,74,200,210,217.5,NA,217.5,145,152.5,-157.5,NA,152.5,-220,220,230,NA,230,600,1,434.38,431.8,417.47,88.12,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Patryk Zaniewski,M,SBD,Raw,22.5,20-23,19-23,Open,104.5,105,250,260,267.5,NA,267.5,170,177.5,182.5,NA,182.5,270,280,-300,NA,280,730,1,441.11,436.95,417.23,90.33,Yes,Poland,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Katinka van Baalen,F,SBD,Raw,24.5,24-34,24-39,Open,56.4,57,105,110,115,NA,115,70,75,-77.5,NA,75,135,142.5,150,NA,150,340,3,392.25,397.82,351.84,80.39,Yes,Netherlands,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Elisabeth Suits,F,SBD,Raw,21.5,20-23,19-23,Open,61.65,63,127.5,135,140,NA,140,67.5,70,72.5,NA,72.5,150,160,-172.5,NA,160,372.5,3,405.99,406.7,359.22,82.66,Yes,Estonia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Mirjam Reino,F,SBD,Raw,21.5,20-23,19-23,Open,70.45,76,105,110,-120,NA,110,65,70,-72.5,NA,70,130,140,150,NA,150,330,2,332.52,326.86,288.08,67.59,Yes,Estonia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Lucie Peterová,F,SBD,Raw,20.5,20-23,19-23,Open,67.2,69,135,140,142.5,NA,142.5,62.5,-65,-65,NA,62.5,140,145,150,NA,150,355,3,367.45,363.48,320.67,74.66,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Roman Kocúr,M,SBD,Raw,25,24-34,24-39,Open,72.8,74,185,195,-205,NA,195,117.5,125,130,NA,130,205,220,-230,NA,220,545,4,398.64,396.65,383.75,80.69,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
David Stankovič,M,SBD,Raw,20.5,20-23,19-23,Open,114.15,120,225,235,242.5,NA,242.5,140,147.5,-152.5,NA,147.5,255,270,-275,NA,270,660,5,385.63,384.26,367.72,78.44,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Veronika Pasičná,F,SBD,Raw,21.5,20-23,19-23,Open,56.5,57,120,125,130,NA,130,60,-65,-65,NA,60,140,147.5,152.5,NA,152.5,342.5,2,394.68,400.19,353.92,80.87,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Dominika Jansová,F,SBD,Raw,19.5,20-23,19-23,Open,61.05,63,-130,130,135,NA,135,85,87.5,-90,NA,87.5,165,175,-182.5,NA,175,397.5,2,435.88,437.27,386.27,88.79,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Artem Usov,M,SBD,Raw,20.5,20-23,19-23,Open,131.35,120+,270,282.5,292.5,NA,292.5,175,185,-192.5,NA,185,270,280,-290,NA,280,757.5,1,422.84,427.66,408.27,84.74,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Jakub Šigut,M,SBD,Raw,21.5,20-23,19-23,Open,117.35,120,260,275,-285,NA,275,142.5,147.5,152.5,NA,152.5,302.5,317.5,-335,NA,317.5,745,2,431.1,430.63,412.48,87.46,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Klára Zmeškalová,F,SBD,Raw,23.5,24-34,24-39,Open,71.9,76,-155,160,165,NA,165,82.5,85,-87.5,NA,85,177.5,185,-190,NA,185,435,1,433.42,424.97,374.35,88.15,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Filip Porteš,M,SBD,Raw,21,20-23,19-23,Open,117.3,120,250,265,277.5,NA,277.5,155,-165,-165,NA,155,265,280,292.5,NA,292.5,725,4,419.59,419.11,401.44,85.12,Yes,Czechia,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Klaudijus Malevskis,M,SBD,Raw,24.5,24-34,24-39,Open,95.3,105,225,235,-242.5,NA,235,170,177.5,-180,NA,177.5,230,242.5,-247.5,NA,242.5,655,4,411.96,406.85,389.06,84.68,Yes,Lithuania,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Hossein Talebi,M,SBD,Raw,22.5,20-23,19-23,Open,92.1,93,255,267.5,-272.5,NA,267.5,150,160,165,NA,165,275,287.5,-292.5,NA,287.5,720,1,460.26,454.41,435.09,94.64,Yes,Iran,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Farid Salehi,M,SBD,Raw,22.5,20-23,19-23,Open,82.9,83,215,-230,-230,NA,215,165,175,185,NA,185,230,242.5,265,NA,265,665,2,449.24,444.2,427.32,92.11,Yes,Iran,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Elliot Schorp,M,SBD,Raw,21,20-23,19-23,Open,92.2,93,222.5,235,-240,NA,235,155,162.5,NA,NA,162.5,260,277.5,295,NA,295,692.5,2,442.45,436.82,418.23,90.98,Yes,France,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
María Martínez Mejías,F,SBD,Raw,20.5,20-23,19-23,Open,67.1,69,127.5,135,140,NA,140,70,75,-77.5,NA,75,152.5,162.5,-167.5,NA,162.5,377.5,1,391.07,386.93,341.37,79.46,Yes,NA,NA,IPF,IPF,2021-07-08,Lithuania,NA,Vilnius,World University Powerlifting Cup,Yes,2021
Brooke Conley,F,SBD,Raw,19,18-19,19-23,Open,85.13,84+,127.5,135,-142.5,NA,135,65,-70,-70,NA,65,137.5,145,150,NA,150,350,5,320.03,310.07,270.81,65.76,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Heidi Lewis,F,SBD,Raw,19.5,20-23,19-23,Open,86,84+,140,152.5,162.5,NA,162.5,77.5,85,-87.5,NA,85,175,187.5,202.5,NA,202.5,450,1,409.52,396.73,346.22,84.22,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Dani Jones,F,SBD,Raw,22.5,20-23,19-23,Open,79.4,84,127.5,135,140,NA,140,67.5,70,72.5,NA,72.5,150,157.5,162.5,NA,162.5,375,3,354.68,344.58,302.32,72.48,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Louise Blair,F,SBD,Raw,22.5,20-23,19-23,Open,66.4,72,82.5,90,-95,NA,90,47.5,50,-52.5,NA,50,112.5,120,125,NA,125,265,10,276.21,273.69,241.5,56.12,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Corbin Mauro,F,SBD,Raw,22.5,20-23,19-23,Open,71.4,72,112.5,122.5,-127.5,NA,122.5,60,65,-70,NA,65,125,135,-142.5,NA,135,322.5,6,322.56,316.54,278.89,65.59,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Stina Seppänen,F,SBD,Raw,23.5,24-34,24-39,Open,71.2,72,115,122.5,125,NA,125,77.5,82.5,-85,NA,82.5,115,125,132.5,NA,132.5,340,5,340.59,334.35,294.6,69.25,Yes,Finland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
MaryCatherine Innace,F,SBD,Raw,21.5,20-23,19-23,Open,71.5,72,112.5,117.5,125,NA,125,85,90,95,NA,95,130,140,147.5,NA,147.5,367.5,2,367.28,360.37,317.49,74.69,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Allison Mandell,F,SBD,Raw,23.5,24-34,24-39,Open,60.89,63,85,92.5,97.5,NA,97.5,70,75,77.5,NA,77.5,105,115,-130,NA,115,290,5,318.52,319.66,282.38,64.89,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Katie Malas,F,SBD,Raw,19.5,20-23,19-23,Open,55.65,57,80,85,-87.5,NA,85,-47.5,47.5,50,NA,50,95,102.5,107.5,NA,107.5,242.5,1,282.26,286.73,253.66,57.93,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Priyanka Malhotra,F,SBD,Raw,19.5,20-23,19-23,Open,45.5,47,70,75,80,NA,80,32.5,37.5,-40,NA,37.5,85,92.5,100,NA,100,217.5,3,292.03,299.33,267.56,62.31,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Dean Salmon,M,SBD,Raw,23.5,24-34,24-39,Open,97.55,105,205,220,-230,NA,220,172.5,180,-182.5,NA,180,240,-255,NA,NA,240,640,4,398.26,393.5,376.03,81.81,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Arya Ammen,M,SBD,Raw,21.5,20-23,19-23,Open,75.55,83,147.5,155,165,NA,165,87.5,92.5,-97.5,NA,92.5,200,212.5,-225,NA,212.5,470,12,335.62,333.21,321.86,68.26,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Roel van Etten,M,SBD,Raw,24.5,24-34,24-39,Open,82.3,83,180,190,195,NA,195,107.5,112.5,-115,NA,112.5,200,217.5,225,NA,225,532.5,9,361.21,357.25,343.78,74.03,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Dariusz Konopelski,M,SBD,Raw,24.5,24-34,24-39,Open,81.7,83,235,237.5,-250,NA,237.5,145,-150,-150,NA,145,230,240,-247.5,NA,240,622.5,4,424.03,419.48,403.8,86.86,Yes,Poland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Jay Dove,M,SBD,Raw,22.5,20-23,19-23,Open,82.75,83,240,252.5,260,NA,260,155,160,-165,NA,160,250,-262.5,-262.5,NA,250,670,2,453.08,448.03,431.03,92.89,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Francis Ferriols,M,SBD,Raw,22.5,20-23,19-23,Open,82.35,83,207.5,220,230,NA,230,157.5,167.5,170,NA,170,280,-300,300,NA,300,700,1,474.66,469.45,451.74,97.28,Yes,Australia,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Dinadil Mustaf,M,SBD,Raw,25.5,24-34,24-39,Open,73.2,74,185,195,-202.5,NA,195,110,117.5,-120,NA,117.5,225,-232.5,-232.5,NA,225,537.5,5,391.74,389.65,376.88,79.36,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Andrei Khomiakov,M,SBD,Raw,20.5,20-23,19-23,Open,65.95,66,150,160,165,NA,165,115,122.5,127.5,NA,127.5,190,200,-207.5,NA,200,492.5,4,386.1,386.95,376.02,76.8,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Tyler Coleman,M,SBD,Raw,19.5,20-23,19-23,Open,58.9,59,160,167.5,172.5,NA,172.5,97.5,102.5,107.5,NA,107.5,185,192.5,-200,NA,192.5,472.5,1,404.97,409.91,400.7,78.26,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Emily Ho,F,SBD,Raw,21.5,20-23,19-23,Open,45.95,47,112.5,120,-122.5,NA,120,55,60,-65,NA,60,115,-120,-127.5,NA,115,295,1,393.17,403.19,360.09,83.66,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Haakon Borstad,M,SBD,Raw,21.5,20-23,19-23,Open,140.1,120+,260,270,-275,NA,270,140,145,150,NA,150,275,290,-297.5,NA,290,710,2,389.02,396.71,377.06,77.37,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Steven Kearney,M,SBD,Raw,22.5,20-23,19-23,Open,120.4,120+,232.5,247.5,252.5,NA,252.5,177.5,182.5,-190,NA,182.5,245,255,-267.5,NA,255,690,3,395.83,396.39,379.85,80.09,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Kevin Hejnas,M,SBD,Raw,22.5,20-23,19-23,Open,97.95,105,207.5,217.5,-227.5,NA,217.5,140,147.5,155,NA,155,255,-265,-270,NA,255,627.5,5,389.77,385.15,368.01,80.06,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Ville Vikman,M,SBD,Raw,23.5,24-34,24-39,Open,92.65,93,215,225,235,NA,235,175,182.5,185,NA,185,240,257.5,-270,NA,257.5,677.5,2,431.84,426.36,408.13,88.79,Yes,Finland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Jeremy Rodriguez #4,M,SBD,Raw,20.5,20-23,19-23,Open,73,74,167.5,180,185,NA,185,92.5,100,-102.5,NA,100,220,230,237.5,NA,237.5,522.5,6,381.49,379.52,367.13,77.25,Yes,USA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Elfranco Holder,M,SBD,Raw,23.5,24-34,24-39,Open,90.15,93,-190,205,-215,NA,205,170,180,182.5,NA,182.5,250,260,270,NA,270,657.5,3,424.78,419.39,401.91,87.34,Yes,South Africa,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Jesse McEwen,M,SBD,Raw,26.5,24-34,24-39,Open,104,105,252.5,-270,270,NA,270,170,180,187.5,NA,187.5,255,270,-285,NA,270,727.5,2,440.46,436.2,416.51,90.22,Yes,Australia,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Gavin Dillon,M,SBD,Raw,25.5,24-34,24-39,Open,80.1,83,190,202.5,212.5,NA,212.5,127.5,135,140,NA,140,230,240,247.5,NA,247.5,600,6,413.42,409.3,394.35,84.57,Yes,Ireland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Aleksandr Usynin,M,SBD,Raw,22,20-23,19-23,Open,91.95,93,250,265,270,NA,270,170,180,NA,NA,180,250,260,-280,NA,260,710,1,454.23,448.45,429.41,93.4,Yes,Russia,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Rafael Santi,M,SBD,Raw,21.5,20-23,19-23,Open,58.7,59,-110,-115,-115,NA,NA,97.5,-105,105,NA,105,-130,130,-162.5,NA,130,NA,DQ,NA,NA,NA,NA,Yes,Brazil,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Oksana Semenukha,F,SBD,Raw,21,20-23,19-23,Open,84.35,84+,120,130,140,NA,140,65,72.5,75,NA,75,132.5,142.5,145,NA,145,360,3,330.6,320.36,279.99,67.88,Yes,Russia,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Aleksandr Kapturov,M,SBD,Raw,22,20-23,19-23,Open,73.2,74,225,235,242.5,NA,242.5,125,130,-132.5,NA,130,235,250,257.5,NA,257.5,630,1,459.15,456.7,441.74,93.01,Yes,Russia,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Dominique van Deursen,F,SBD,Raw,21.5,20-23,19-23,Open,81.6,84,132.5,140,145,NA,145,62.5,67.5,70,NA,70,157.5,165,172.5,NA,172.5,387.5,2,361.57,350.76,307.25,74.04,Yes,Netherlands,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Salla Koskinen,F,SBD,Raw,23.5,24-34,24-39,Open,71.15,72,137.5,145,150,NA,150,75,80,82.5,NA,82.5,160,170,-177.5,NA,170,402.5,1,403.35,396,348.93,82.01,Yes,Finland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Lauri Tamminen,M,SBD,Raw,24.5,24-34,24-39,Open,83,83,215,225,230,NA,230,145,150,-152.5,NA,150,-230,235,247.5,NA,247.5,627.5,3,423.62,418.86,402.91,86.86,Yes,Finland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Akseli Lintulaakso,M,SBD,Raw,24.5,24-34,24-39,Open,72.6,74,212.5,220,222.5,NA,222.5,130,135,-137.5,NA,135,215,220,-222.5,NA,220,577.5,3,423.19,421.15,407.5,85.63,Yes,Finland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
David Yeung,M,SBD,Raw,27.5,24-34,24-39,Open,84.6,93,-215,215,-230,NA,215,155,162.5,167.5,NA,167.5,240,-255,-255,NA,240,622.5,5,415.81,410.92,394.93,85.35,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Lezaan Jordaan,F,SBD,Raw,21.5,20-23,19-23,Open,83.2,84,140,-150,150,NA,150,70,77.5,80,NA,80,165,180,-192.5,NA,180,410,1,378.99,367.38,321.4,77.72,Yes,South Africa,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Rouxchelle Roux,F,SBD,Raw,18.5,18-19,19-23,Open,51.6,52,100,105,107.5,NA,107.5,50,-55,55,NA,55,110,120,-130,NA,120,282.5,1,346.2,354.28,314.13,71.81,Yes,South Africa,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Francois Maritz,M,SBD,Raw,23.5,24-34,24-39,Open,110.25,120,285,295,305,NA,305,185,192.5,-197.5,NA,192.5,-285,295,302.5,NA,302.5,800,1,473.41,470.47,449.68,96.58,Yes,South Africa,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Charles Jester,M,SBD,Raw,24.5,24-34,24-39,Open,76.5,83,160,170,-172.5,NA,170,120,130,135,NA,135,175,190,-200,NA,190,495,11,350.71,347.96,335.93,71.43,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Annina Jansson,F,SBD,Raw,20.5,20-23,19-23,Open,72.05,84,100,107.5,115,NA,115,57.5,60,62.5,NA,62.5,127.5,-135,135,NA,135,312.5,5,311.01,304.87,268.54,63.26,Yes,Scotland,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Kevin Yong,M,SBD,Raw,21.5,20-23,19-23,Open,102.1,105,142.5,152.5,-160,NA,152.5,112.5,117.5,122.5,NA,122.5,207.5,212.5,217.5,NA,217.5,492.5,10,300.47,297.32,283.9,61.61,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Donald Man,M,SBD,Raw,20.5,20-23,19-23,Open,115.6,120,180,190,200,NA,200,110,117.5,-120,NA,117.5,210,225,-230,NA,225,542.5,3,315.56,314.79,301.38,64.11,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Hector van Smirren,M,SBD,Raw,20,20-23,19-23,Open,101.3,105,172.5,182.5,192.5,NA,192.5,120,-125,125,NA,125,207.5,225,-230,NA,225,542.5,9,332.07,328.49,313.69,68.12,Yes,England,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Mark Faulkner,M,SBD,Raw,20.5,20-23,19-23,Open,105.7,120,195,205,215,NA,215,135,140,-142.5,NA,140,240,252.5,-257.5,NA,252.5,607.5,2,365.41,362.18,345.86,74.77,Yes,England,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Louis Keightley-Smith,M,SBD,Raw,23,20-23,19-23,Open,97.45,105,202.5,212.5,225,NA,225,137.5,145,150,NA,150,210,227.5,-240,NA,227.5,602.5,8,375.1,370.61,354.16,77.06,Yes,England,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Lewis Wilkinson #2,M,SBD,Raw,23.5,24-34,24-39,Open,78.45,83,142.5,150,-157.5,NA,150,85,87.5,-90,NA,87.5,190,200,-207.5,NA,200,437.5,13,305.22,302.45,291.67,62.32,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Theo Warren,M,SBD,Raw,20.5,20-23,19-23,Open,81.15,83,-160,160,170,NA,170,115,120,122.5,NA,122.5,190,205,212.5,NA,212.5,505,10,345.33,341.71,329.04,70.71,Yes,England,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Thomas Verbeek,M,SBD,Raw,21.5,20-23,19-23,Open,82.7,83,185,195,202.5,NA,202.5,117.5,122.5,127.5,NA,127.5,195,215,-230,NA,215,545,8,368.67,364.57,350.75,75.58,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Simon Chan,M,SBD,Raw,23,20-23,19-23,Open,83.65,93,192.5,200,210,NA,210,135,142.5,145,NA,145,215,230,240,NA,240,595,7,399.93,395.34,380.16,82.04,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Zain Malik,M,SBD,Raw,19.5,20-23,19-23,Open,71.5,74,145,155,165,NA,165,95,100,105,NA,105,205,-217.5,217.5,NA,217.5,487.5,7,360.91,359.53,348.11,72.86,Yes,NA,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
Afzol Ali,M,SBD,Raw,20,20-23,19-23,Open,63.25,66,130,137.5,142.5,NA,142.5,92.5,97.5,-100,NA,97.5,170,180,185,NA,185,425,5,343.92,345.89,336.81,67.76,Yes,England,NA,IPF,IPF,2017-07-10,South Africa,NA,Potchefstroom,World University Powerlifting Cup,Yes,2017
